id,latitude,longitude,name,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,reviews_per_month
41283335,52.35542,5.00276,Lovely spacious waterfront home with garden!,59360155,Rutger,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,650.0,7,2,2024-01-05,1,117,0.12
41284919,52.37297,4.87147,Unique Canal View Apartment in Oud-West,17808959,Alan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,1,2020-03-08,1,0,0.02
41290269,52.37781,4.86215,Cozy&Sunny Private Room in WEST- best part of town,2057636,Rositsa,"Amsterdam, Noord-Holland, Netherlands",Private room,110.0,1,7,2022-07-01,2,46,0.22
41316602,52.38701,4.88141,Apartment w/ garden & duo-bath,11622792,Ruud,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,13,2024-12-01,1,0,0.78
41319141,52.35077,4.91145,Houseboat on the AmstelRiver,100388418,Michelle,"Amsterdam, Noord-Holland, Netherlands",Private room,103.0,2,61,2024-12-01,1,273,1.15
41329384,52.35314,4.94292,Family friendly apartment in nice & green area,3338337,Charlotte,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,3,13,2024-08-09,1,192,0.46
41331299,52.3626,4.90141,★ NEW ★ LUXURIOUS ★ GROUND FLOOR ★ CITY CENTER ★,15072236,Sharon,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,225.0,3,25,2024-11-25,1,16,0.47
41333684,52.3644,4.93383,"Stylish, bright private loft with Rooftop Terrace",4443653,Ruben,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,3,2020-03-11,1,0,0.05
41334300,52.36695,4.87816,Ground Floor Apartment in the heart of Amsterdam,22318017,Bella,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,340.0,2,31,2024-09-08,1,16,0.53
41336570,52.37392,4.89635,Premium Double Ensuite,237150996,St Christophers At The Winston,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,0,2024-10-20,12,232,1.026822858420935
41339519,52.37392,4.89635,Bed in 6 POD Dorm Ensuite,237150996,St Christophers At The Winston,"Amsterdam, Noord-Holland, Netherlands",Shared room,34.0,1,1,2020-02-17,12,250,0.02
41347037,52.3711110353531,4.925006255558132,Bright City Center Penthouse,261771031,Gianluca,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,1,2024-07-07,1,0,0.19
41363443,52.36435,4.88095,Leidse Square 5 star Luxury-apartment,51833998,Willemijn,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,449.0,1,171,2024-10-25,1,208,2.95
41365349,52.38187,4.84762,Comfortable apartment in Amsterdam West,2753217,Eelco,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,34,2024-10-07,1,0,0.81
41389444,52.35194,4.92174,Luxurious Canal House in peaceful East-Amsterdam,5889663,Tim,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,4,2022-12-05,1,0,0.07
41389614,52.37131,4.85792,"Hip apartment Old West, perfect for 2+Roofterrace!",54996385,Michiel,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,0,2024-10-20,1,0,1.026822858420935
41394232,52.29794,4.9753,Bright and airy apartment,6966482,Miles,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,2,2020-03-08,1,0,0.03
41401035,52.36073,4.85785,Beautiful appartment next to Vondelpark,3050361,Isabelle,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,225.0,3,10,2022-09-12,1,81,0.17
41429138,52.37435,4.86274,Trendy apartment with jacuzzi in Old West,31250271,Catharine,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,12,2024-09-28,1,0,0.59
41466832,52.35998,4.97873,Townhouse close to citycenter,324540313,Korien,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,150.0,3,24,2024-09-30,1,340,0.63
41468606,52.3405,4.84837,SUNNY-Kayak-sup-All in Amsterdam Centrumwatervilla,326403956,J,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,10,0,2024-10-20,1,0,1.026822858420935
41494232,52.36952,4.85845,"Cosy appartment, in quiet Amsterdam neighborhood",22160672,David,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,140.0,6,6,2024-05-05,1,11,0.1
41502356,52.36457,4.86371,Great stay for two in vibrant area close to centre,7471979,Klaas,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,1,2020-11-01,1,0,0.02
41515131,52.377522,4.939929,Super Unique Stay At Authentic Ship Amsterdam,140199696,Douwe,"Amsterdam, Noord-Holland, Netherlands",Private room,89.0,2,36,2024-11-10,2,32,0.68
41522652,52.3742,4.8793,The Blom,302940677,Tessa,"Amsterdam, Noord-Holland, Netherlands",Private room,240.0,2,77,2024-11-17,3,309,1.29
41529465,52.34819,4.86944,Spacious family apartment in Old South,35022522,Bas,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,1,2020-02-20,1,0,0.02
41533359,52.35322,4.89633,Nice appartment - Centre of De Pijp,60465357,Claudia,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,6,0,2024-10-20,1,0,1.026822858420935
41542425,52.35691,4.92357,Spacious apartment in the heart of Amsterdam East,123457363,Mariska,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,250.0,4,22,2024-08-18,1,42,0.59
41603312,52.342693,4.918949,SWEETS hotel Omvalbrug,203731852,Aimee Rebecca,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,130.0,1,40,2024-10-25,22,255,1.56
41603564,52.38512,4.88201,SWEETS hotel Willemsbrug,203731852,Aimee Rebecca,"Amsterdam, Netherlands",Entire home/apt,185.0,1,76,2024-11-14,22,232,1.31
41680836,52.3746,4.87826,Bed&Bloom 99,302940677,Tessa,"Amsterdam, Noord-Holland, Netherlands",Private room,485.0,1,68,2024-10-15,3,282,1.15
41688975,52.32595,4.87876,Entire Private Apartment Amsterdam,329088273,Rodrigo,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,113.0,1,126,2024-11-02,1,126,2.14
41709087,52.37392,4.89635,Bed in 10 POD Dorm Ensuite,237150996,St Christophers At The Winston,"Amsterdam, Noord-Holland, Netherlands",Shared room,29.0,1,1,2020-02-02,12,246,0.02
41709163,52.37392,4.89635,Bed in 5 Bed Female Only Dorm Ensuite,237150996,St Christophers At The Winston,"Amsterdam, Noord-Holland, Netherlands",Shared room,34.0,1,0,2024-10-20,12,250,1.026822858420935
41710225,52.37392,4.89635,Standard Double Ensuite,237150996,St Christophers At The Winston,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,1,2020-02-23,12,250,0.02
41715032,52.35225618307978,4.851526357233524,Luxury family house with garden next to Vondelpark,40212149,Bo,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,500.0,5,4,2024-06-21,1,194,0.16
41716106,52.36661,4.93813,Luxury Spacious Designer Loft with Spa & Cinema,3962231,Bing,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,9,2023-08-20,1,0,0.16
41757946,52.38926573342149,4.881066594929488,Large luxury family apartment A'dam central,11862816,Daniel,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,300.0,6,7,2024-08-24,1,29,0.42
41763245,52.35575,4.90034,Cozy room in De Pijp,2579930,Veronica,"Amsterdam, Noord-Holland, Netherlands",Private room,171.0,2,1,2020-03-02,2,34,0.02
41768028,52.35581,4.89958,Sunny apartment in De Pijp 100m from Sarphati Park,19378648,Robert,"Amsterdam, Noord Holland, Netherlands",Entire home/apt,200.0,2,2,2020-09-14,1,0,0.03
41781053,52.37558,4.92384,Unique experience sleep on a boat in centre A’dam,328054998,Jennie,"Amsterdam, Noord-Holland, Netherlands",Shared room,200.0,2,0,2024-10-20,1,0,1.026822858420935
41783364,52.40476,4.92506,Sweets hotel - IJdoornlaanbrug,203731852,Aimee Rebecca,"Amsterdam, Netherlands",Entire home/apt,130.0,1,27,2024-12-05,22,251,0.71
41793095,52.3725,4.9133,Amsterdam Blossom Houseboat,13764503,Nina&Predrag,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,210.0,1,15,2024-11-01,5,262,0.56
41824482,52.38846,4.91704,Peaceful home in a central Amsterdam neighborhood,294162319,Ekim,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,119.0,1,16,2024-11-11,1,8,0.43
41831014,52.41685,4.90557,Beautiful home for design lovers,2417166,Mirjam,"Amsterdam, NH, Netherlands",Entire home/apt,299.0,7,6,2022-09-05,1,48,0.11
41856941,52.36357,4.86242,Cosy apartment in fab location-close to Vondelpark,10872517,Suzanne,"Amsterdam, North Holland, Netherlands",Entire home/apt,90.0,3,31,2024-09-15,1,3,0.58
41868328,52.36712,4.861,3-bedroom Family Apartment in trendy A'dam West!,6099415,Jeroen,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,14,2024-05-12,1,2,0.48
41869060,52.36141123220838,4.932181293981599,Modern home in Amsterdam East,4172859,Tjade,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,160.0,1,0,2024-10-20,1,51,1.026822858420935
41872658,52.36895,4.9252,Living the dream at houseboat Lazy Luscious,9083880,Evelien,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,590.0,3,0,2024-10-20,1,22,1.026822858420935
41880289,52.40532,4.90247,Modern family home in Amsterdam NDSM,2319358,Yorinde,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,7,9,2024-08-20,1,0,0.17
41908124,52.37348,4.86335,Cozy apartment - De Baarsjes,12840373,Arturs,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,2,2020-03-08,1,0,0.03
41936070,52.37458,4.82113,Volledige moderne familie woning met tuin,7393804,Denis,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,6,0,2024-10-20,1,0,1.026822858420935
41967924,52.375789642333984,4.890134811401367,Gerenoveerd luxe 200m2 loft in het centrum!,4456680,Neal Estate,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,679.0,7,35,2024-09-28,13,319,0.66
41978912,52.34388,4.89367,"Studio , near RAI Conference and metro Europaplein",332307863,Erick,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,140.0,1,17,2024-11-20,1,80,0.29
41990550,52.3268061,4.9823534,Small Studio Apartment  in Amsterdam,5582544,Brenda,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,3,2022-08-24,1,0,0.11
42002072,52.35988,4.86099,Cosy apartment next to Vondelpark,64908066,Merve,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,2,2024-06-03,1,0,0.03
42015255,52.360874,4.898341,Stylish apartment in canal house in city centre,332905250,Annemieke,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,155.0,3,178,2024-11-24,1,86,3.19
42019965,52.31874,4.95478,"Modern apartment ✪  1 to 4 guests, ♕King Size Beds",211564566,Jur,"Amsterdam, Noord-Holland, Netherlands",Private room,143.0,3,127,2024-11-11,1,351,2.17
42058295,52.36621,4.89658,"Most amazing Canal house in Amsterdam, 125m",99355470,Robin,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,14,2023-04-05,3,0,0.24
42061032,52.37022,4.87201,Romantic private room in historic building,101492378,Olof,"Amsterdam, Noord-Holland, Netherlands",Private room,70.0,3,151,2024-11-14,1,16,3.44
42065839,52.37772190880166,4.892954752710703,'Private Island' in old renovated Coachman's house,333365486,Maurits,"Amsterdam, Noord-Holland, Netherlands",Private room,146.0,1,172,2024-11-26,2,10,2.93
42067292,52.39896,4.90588,Stylish family apartment near NDSM,2626085,Sunna,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,6,5,2023-08-28,1,0,0.18
42086338,52.406059,4.902521,Room with private bathroom near NDSM.,94816725,Winfried And Nadia-Jane,"Amsterdam, Noord-Holland, Netherlands",Private room,98.0,3,136,2024-11-20,1,8,6.41
42106545,52.37433,4.86275,Sunny apartment with dedicated workspace,110066070,André,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,240.0,7,0,2024-10-20,1,39,1.026822858420935
42109978,52.35748,4.89735,NEW! Private and stylish apartment - Casa Blake,333355675,Simon,"Amsterdam, Noord-Holland, Netherlands",Private room,138.0,3,253,2024-12-01,1,137,4.33
42112141,52.32866,4.85797,Top appartement in het groene hart van Amsterdam,147344150,Sue,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,0,2024-10-20,1,0,1.026822858420935
42128777,52.35228,4.854425,Ruime twee etage woning met tuin naast Vondelpark,218441418,Michiel,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,1,2020-03-01,1,0,0.02
42130098,52.36208,4.89492,Empire suites garden view,163339448,Thijs,"Amsterdam, Noord-Holland, Netherlands",Private room,229.0,2,16,2024-11-01,2,215,0.3
42134255,52.36937,4.88695,9 Streets Cozy Room in the city centre,40669331,Ian,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,12,2020-08-21,1,0,0.2
42150551,52.39464,4.90554,Unique floating house in Schoonship project!,4813139,Manon,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,14,2024-05-12,1,0,0.26
42166001,52.37978,4.86823,Sunny and Spacious 2-BR Flat with Rooftop Terrace,107784513,Thomas,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,299.0,2,24,2024-07-06,1,4,0.45
42192150,52.35913,4.89555,Room on houseboat with private bathroom ensuite,55722361,Anna Maria,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,3,24,2023-08-27,1,0,0.41
42197883,52.34425,4.89187,"Spacious apartment, great area. 100 meter from RAI",6257251,Lieke,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,3,2024-08-11,1,0,0.05
42242466,52.37935,4.85026,Spacious 3 bdr house with garden in Amsterdam,335571592,Wendy,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,0,2024-10-20,1,0,1.026822858420935
42250272,52.36308,4.98512,this watery world / top floor with 2 rooms +,6420419,Jess,"Amsterdam, Noord-Holland, Netherlands",Private room,115.0,3,107,2024-10-22,1,19,3.28
42251324,52.35387,4.86404,Family town house :),3653468,Claudine,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,550.0,3,19,2024-08-10,1,38,0.4
42269224,52.33512,4.84875,Motor Yacht Almaz close to the centre of Amsterdam,141677638,Gros,"Amsterdam, Noord-Holland, Netherlands",Private room,154.0,2,70,2024-09-08,5,297,1.21
42306521,52.37377,4.89165,Very central two bedroom apartment with balcony,62369587,Otto,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,150.0,5,8,2024-07-18,1,13,0.66
42320974,52.33788299560547,4.901000022888184,Comfortable room for 2 near RAI and city center,24963753,Yigal,"Amsterdam, Noord-Holland, Netherlands",Private room,125.0,2,10,2024-11-21,1,163,0.67
42358184,52.3646676,4.841393699999999,Prachtig ruim (95m2) appartement met parkeerplek!,29492354,Sake,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,250.0,1,14,2024-09-16,1,322,0.53
42368679,52.37219,4.90281,Sunny and bright canalside apartment in centre,11891557,Rutger,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,264.0,2,2,2020-08-07,1,63,0.04
42368920,52.36206,4.8756,★ UNIQUE & COMFORTABLE APT | CENTER OF AMSTERDAM ★,2589433,Vera,"Amsterdam, Noord-Holland, Netherlands",Private room,160.0,2,10,2024-11-24,1,26,0.19
42424116,52.35998,4.92354,Stylish private garden studio,43603801,Bart,"Amsterdam, Noord-Holland, Netherlands",Private room,125.0,2,139,2024-11-24,1,131,2.64
42430799,52.37935,4.8682,Cozy 1-bedroom apartment close to Westerpark,276483,Sophie,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,11,2024-10-21,1,0,0.39
42431101,52.39078,4.92556,Subwaystation Park B&B Stand alone. 100% privacy.,67862871,Edward,"Amsterdam , Netherlands",Private room,92.0,3,135,2024-12-01,1,225,3.46
42432365,52.35543,4.91416,Lovely family home with garden in Oost near subway,9571458,Myrthe,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,6,2024-05-12,1,0,0.19
42443777,52.36418,4.91128,Light-filled studio in charming Plantage,73353988,Nina,"Amsterdam, Netherlands",Entire home/apt,160.0,1,6,2024-09-15,1,10,0.52
42446188,52.37754,4.90699,"Central, Exclusive Penthouse with River View",228208519,Eric,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,270.0,1,283,2024-11-26,6,200,4.9
42446222,52.37754,4.90699,Bright Nordic-Designed Apartment with River View,228208519,Eric,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,389.0,1,109,2024-11-17,6,285,1.88
42446371,52.37754,4.90699,Spacious Serviced Apartment with River View,228208519,Eric,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,584.0,1,538,2024-12-05,6,274,9.89
42464907,52.35651,4.99681,Grachtenpand - 4 etagès - Zwemsteiger - Fietsen,104608167,Wim,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,345.0,4,5,2024-08-11,1,15,0.18
42470025,52.34527,4.86177,! Great Room in best part of Ams (shared Bathroom),9435259,Thierry,"Amsterdam, Noord-Holland, Netherlands",Private room,64.0,4,52,2024-11-03,6,19,1.33
42479193,52.35696,4.92276,Bright & cozy apartment - perfectly located!!,20924288,Nanda,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,28,2024-11-09,1,0,0.54
42479237,52.36912,4.88225,Canal View Suite in Center + bicycles,74020496,Willem,"Amsterdam, Noord-Holland, Netherlands",Private room,156.0,1,254,2024-12-04,3,99,4.37
42481028,52.36657,4.93119,Cozy Houseboat in Centre of Amsterdam,338268267,Enea,"Amsterdam, Noord-Holland, Netherlands",Private room,109.0,1,36,2024-07-06,2,35,0.62
42482030,52.35178,4.7862,Spacious and comfortable 3-story house for rent,4472915,Lise-Lotte,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,220.0,5,5,2024-08-21,1,42,0.31
42482504,52.34069,4.90603,Spacious room with private bathroom Rai +Centre,309463479,Peter,"Amsterdam, Noord-Holland, Netherlands",Private room,116.0,1,160,2024-08-04,3,245,2.96
42482684,52.35370168193306,4.894148815344255,Appartement aan het park,54474693,Diederik,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,0,2024-10-20,1,0,1.026822858420935
42488440,52.34629,4.90684,Private Cozy Apartment,338334951,Charlie,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,9,2023-07-29,1,0,0.17
42488977,52.37647,4.84956,Spacious modernistic loft-house with garden,13485609,Frank,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,5,5,2023-05-03,1,363,0.13
42510492,52.36549,4.87887,Central spacious & light appartement with terrace,216085401,Rosa Lynn,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,3,15,2023-10-16,1,1,0.28
42510929,52.3815,4.85271,Cosy and light bedroom in Amsterdam West,24903540,Ambra & Tarik,"Amsterdam, Noord-Holland, Netherlands",Private room,84.0,1,141,2024-11-20,1,3,3.39
42530726,52.35513,4.90071,"Bright, clean and stylish apartment in ''de pijp''",16177681,Tommy,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,108,2023-10-30,1,0,1.96
42560588,52.37446,4.87129,Cozy apartment at center of Amsterdam big balcony,102312844,Burak,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,2,30,2024-09-19,1,0,0.52
42595123,52.35633,4.92687,Spacious appartement @ the waterfront in East!,7196627,Eveline,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,16,2024-08-11,1,0,0.5
42617346,52.35335,4.89065,Vorstelijk verblijven in de bruisende Pijp?,274431896,Kris,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,13,2024-09-28,1,0,0.35
42622277,52.37255,4.83017,Amazing & Super Design Apartment at Sloterpark!,123084167,Loek,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,3,2020-09-13,1,0,0.05
42636119,52.3563,4.99837,Lovely and big family house close to city centre,99642871,Steven,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,7,0,2024-10-20,2,0,1.026822858420935
42658926,52.37633,4.89119,Luxurious bright 200sqm house in city centre!,4456680,Neal Estate,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,679.0,7,16,2024-11-17,13,319,0.28
42683484,52.38038,4.84845,Lovely cosy stay for two in hip West,183343469,Zico,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,174.0,2,10,2024-10-07,1,40,0.32
42725241,52.35565798610074,4.891628305080929,Beautiful apartment near museums,183771719,Anna,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,191.0,3,1,2024-11-22,1,308,1.0
42730285,52.38126373291016,4.888443946838379,Deluxe Studio Mercedesbnb Amsterdam,143465074,Isabel,"Amsterdam, Noord-Holland, Netherlands",Private room,159.0,1,9,2024-11-04,2,284,0.32
42750404,52.35315938825481,4.82780595537115,House Amsterdam,172373599,Giulia,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,180.0,3,1,2023-04-10,1,75,0.05
42801703,52.37539,4.89069,Luxury canal view room (self check-in possible),340915276,Maikel,"Amsterdam, Noord-Holland, Netherlands",Private room,236.0,3,81,2024-11-11,2,10,1.54
42823583,52.36203221373166,4.850328516306491,Apartment overlooking park,224472650,Fleur,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,165.0,1,2,2024-11-01,1,7,0.42
42834134,52.36793,4.8979,THE LITTLE LOFT 2 private apartment in city center,1557835,Lenneke,"Amsterdam, Noord-Holland, Netherlands",Private room,117.0,3,178,2024-11-21,3,147,3.24
42855140,52.37914,4.92655,Stunning boat with a view - luxurious with sauna,49176032,Huub,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,283.0,1,83,2024-11-02,2,268,1.46
42869018,52.35276,4.90271,Artistic nest in De Pijp,35777428,Nicolas,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,1,2020-09-13,1,0,0.02
42878916,52.37725,4.89186,Stylish 16thCentury Canal House withPrivate Garden,341432744,Addie,"Amsterdam, Noord-Holland, Netherlands",Private room,220.0,4,44,2024-10-20,1,328,0.77
42910448,52.35502,4.86777,Appartement centrum Amsterdam,264906709,Lucas,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,5000.0,5,0,2024-10-20,1,365,1.026822858420935
42958645,52.3727,4.87323,"2 rooms in House Boat, own entry",206197883,Charles And Yochi,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,86.0,2,8,2024-11-20,1,37,0.15
42998931,52.36170223545786,4.907225182654851,Spacious and light appartement,11468114,Veer,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,198.0,3,1,2024-09-27,1,12,0.42
43042407,52.37799,4.88549,Houseboat Prince-Avalon,198405490,Suzanne,"Amsterdam, Noord-Holland, Netherlands",Shared room,292.0,3,54,2024-10-28,10,276,1.06
43046236,52.38432,4.83295,Twin Studio with Street Art in Amsterdam,342059962,David,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,43,2024-11-07,8,365,0.78
43049332,52.38418,4.83278,Budget Twin Studio + External Private Bathroom,342059962,David,"Amsterdam, Noord-Holland, Netherlands",Private room,126.0,1,158,2024-11-21,8,365,2.84
43049949,52.360924,4.898329,Downtown - Spacious room with private terrace,342668428,Tina,"Amsterdam, Noord-Holland, Netherlands",Private room,315.0,2,79,2024-11-10,4,175,1.88
43073360,52.38461,4.83364,Budget 8-Person Studio + External Private Bathroom,342059962,David,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,34,2022-11-06,8,364,0.63
43073771,52.38456,4.83308,Beach Bunker - Perfect for big group in Amsterdam,342059962,David,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,9,2024-10-04,8,319,0.17
43073833,52.38432,4.83181,Mandrill Cave with Street Art in Amsterdam,342059962,David,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,7,2024-06-14,8,0,0.13
43091798,52.34249,4.9065,Spacious apartment (100m2) in Amsterdam South,11759510,Karel,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,5,2023-08-30,1,0,0.18
43094562,52.38845,4.92262,Bespoke design apt in up-and-coming Noord,5369728,Meli,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,310.0,2,17,2024-09-16,2,142,0.53
43115067,52.38191,4.8731,Casita Botanica,20874509,Victor,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,180.0,3,4,2024-01-01,2,127,0.21
43121799,52.35997,4.86179,2 Bedroom with 30m2 of terrace in great location,48886011,Santiago,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,186.0,5,2,2023-02-16,1,51,0.05
43233137,52.30751,4.95422,Private Vacation Apartment #6 in ArtHotel by metro,323946609,Erwin,"Amsterdam, Noord-Holland, Netherlands",Private room,236.0,3,166,2024-11-24,6,49,2.99
43254740,52.38066,4.88726,Cozy room Mercedesbnb Amsterdam center,143465074,Isabel,"Amsterdam, Noord-Holland, Netherlands",Private room,143.0,1,24,2024-02-25,2,254,0.64
43282793,52.30752,4.95341,Private Vacation Apartment #4 in ArtHotel by metro,323946609,Erwin,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,224.0,3,170,2024-11-24,6,49,3.14
43282992,52.31458,4.98477,Bedroom with en-suite bathroom on own floor,64761891,Lisa,"Amsterdam, Noord-Holland, Netherlands",Private room,63.0,1,254,2024-11-21,2,70,6.37
43306914,52.37515,4.88911,Luxury Canal House room historical city centre,340915276,Maikel,"Amsterdam, Noord-Holland, Netherlands",Private room,235.0,3,21,2024-07-18,2,10,0.51
43343986,52.35186,5.00244,Watervilla in Amsterdam with free parking,6345107,Jeroen,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,500.0,5,19,2024-05-31,1,69,0.47
43388765,52.372486,4.902688,Van Westhouse #1 City centre canal house studio!,19228755,Thedie,"Amsterdam, Noord-Holland, Netherlands",Private room,124.0,4,111,2024-12-02,2,74,2.04
43388883,52.37253,4.90261,City centre apartment 2 on corner of two canals,19228755,Thedie,"Amsterdam, Noord-Holland, Netherlands",Private room,130.0,5,105,2024-11-30,2,70,1.94
43451820,52.37196,4.93225,Renovated apartment with garden - perfect location,65955639,Dian,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,25,2,2021-07-04,1,0,0.04
43495835,52.3839,4.96424,Captain Pippi; Amsterdam's finest Houseboat,53730026,Eveline,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,4,2022-08-06,1,0,0.08
43530621,52.36193,4.84248,"Apartment close to centre, in park, sunset, garage",49571040,Mateusz,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,4,2024-06-30,1,0,0.1
43560917,52.36525,4.92709,Perfect for a Couple - Gorgeous Apartment!,144742849,Titus,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,2,2020-07-26,1,0,0.04
43574919,52.35308,4.89717,Quad room / Bunk beds - The Fantastic Four,243118788,The Arcade Hotel,"Amsterdam, Noord-Holland, Netherlands",Private room,143.0,1,57,2024-10-03,2,195,1.06
43633196,52.36728,4.85401,Super spacious design app. with garden!,40578627,Joanna Maria,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,374.0,1,15,2024-09-15,1,34,0.28
43652464,52.35557,4.89005,Cosy appartment in vibrant 'De Pijp' Area!,52102765,Joyce,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,350.0,2,9,2024-09-17,1,88,0.16
